Rain,1.5,0.4125065421006107
Mostly Cloudy,4.0,0.43372177186186306
Heavy Rain,1.8,0.43929012784240745
Scattered Clouds,6.0,0.44354197636201437
Rain,1.8,0.4489657864346519
Snow,0.2,0.4869182176521237
Light Rain,1.5,0.5156684808032751
Rain,1.0,0.5202447271584207
Overcast,2.0,0.571579047809405
Heavy Rain,1.5,0.5931505903970572
Partly Cloudy,4.0,0.7198739283544392
Light Rain,1.0,1.0
