,val,pickup_cluster,dropoff_cluster
299,0.224,24,2
300,0.0,26,11
301,0.0,35,46
302,0.0,5,38
303,0.336,9,39
304,0.0,21,6
305,0.0,10,29
306,0.22999999999999998,20,36
307,0.23555555555555557,19,22
308,0.0,35,19
309,0.20524590163934425,34,12
310,0.0,36,19
311,0.208,45,16
312,0.17285714285714285,36,22
313,0.20689655172413793,47,38
314,0.21454545454545454,5,11
315,0.0,16,41
316,0.0,3,43
317,0.0,24,12
318,0.29333333333333333,22,11
319,0.22571428571428573,11,23
320,0.0,36,24
321,0.21454545454545454,25,9
322,0.0,29,35
323,0.0,42,31
324,0.28095238095238095,25,2
325,0.0,7,5
326,0.2386842105263158,49,19
327,0.23199999999999998,1,36
328,0.28095238095238095,25,9
329,0.225,5,14
330,0.336,25,5
331,0.16666666666666666,47,14
332,0.058823529411764705,0,2
333,0.0,2,19
334,0.13043478260869565,26,9
335,0.33272727272727276,2,2
336,0.10476190476190476,25,28
337,0.31813953488372093,29,21
338,0.0,32,47
339,0.2168421052631579,32,39
340,0.26153846153846155,0,36
341,0.32,22,32
342,0.0,5,35
343,0.22777777777777775,26,35
344,0.21185185185185185,48,47
345,0.2973134328358209,39,26
346,0.27294117647058824,10,47
347,0.20727272727272725,41,35
348,0.4444444444444444,34,22
349,0.26545454545454544,22,46
350,0.20810810810810812,6,39
351,0.26756756756756755,7,38
352,0.0,4,41
353,0.15,33,9
354,0.2857142857142857,7,5
355,0.0,34,35
356,0.0,34,2
357,0.0,33,22
358,0.0,10,41
359,0.2222222222222222,38,47
360,0.0,36,43
361,0.24,32,11
362,0.3,33,2
363,0.0,35,14
364,0.24426229508196723,11,26
365,0.22285714285714286,5,5
366,0.0,4,39
367,0.0,32,11
368,0.0,43,19
369,0.0,38,39
370,0.1411764705882353,10,19
371,0.07692307692307693,25,46
372,0.0,10,9
373,0.0,14,35
374,0.245,4,39
375,0.22057142857142856,29,15
376,0.0,48,12
377,0.0,38,35
378,0.0,39,46
379,0.18461538461538463,49,14
380,0.21777777777777776,33,39
381,0.21181818181818182,47,48
383,0.2753846153846154,9,35
384,0.0,1,1
385,0.3137142857142857,26,12
386,0.16666666666666666,25,22
387,0.0,36,14
388,0.21529411764705883,36,0
389,0.11764705882352941,48,5
390,0.22666666666666668,34,22
391,0.1,47,29
392,0.27222222222222225,32,44
393,0.0,22,21
394,0.10526315789473684,25,33
395,0.17307692307692307,19,11
396,0.0,16,41
397,0.0,43,22
398,0.0923076923076923,9,6
399,0.16666666666666666,47,12
400,0.0,32,46
401,0.22260869565217392,48,46
402,0.0,26,28
403,0.0,3,9
404,0.0,37,20
405,0.1619047619047619,16,44
406,0.16216216216216217,8,16
407,0.08695652173913043,9,22
408,0.0,29,29
409,0.0,26,5
410,0.0,26,15
411,0.28421052631578947,20,35
412,0.22133333333333333,11,39
413,0.11238095238095237,45,35
414,0.14736842105263157,47,39
415,0.09090909090909091,9,11
416,0.0,34,46
417,0.26545454545454544,5,39
418,0.20689655172413793,9,13
419,0.0,45,23
420,0.2864,26,2
421,0.2653846153846154,19,29
422,0.2288888888888889,34,23
423,0.21071428571428572,1,1
424,0.2577777777777778,47,28
425,0.11764705882352941,22,35
426,0.17391304347826086,19,48
427,0.0,22,5
428,0.0,38,11
429,0.0,23,21
430,0.27222222222222225,32,5
431,0.16666666666666666,2,31
432,0.27,29,5
433,0.265,10,44
434,0.0,3,24
435,0.25869565217391305,43,26
436,0.0,0,23
437,0.0738255033557047,44,30
438,0.2125,38,23
439,0.32,19,28
440,0.215625,9,40
441,0.0,38,26
442,0.0,0,28
443,0.0,8,41
444,0.21333333333333335,19,44
445,0.0,2,11
446,0.20363636363636364,3,48
447,0.0,34,35
448,0.21333333333333335,2,11
449,0.0,29,39
450,0.0,33,39
451,0.09090909090909091,9,22
452,0.0,32,5
453,0.0,45,2
454,0.3088888888888889,19,5
455,0.0,11,14
456,0.25,26,46
457,0.22260869565217392,32,15
458,0.13333333333333333,14,41
459,0.24000000000000002,32,19
460,0.0,22,5
461,0.3125,2,9
462,0.11428571428571428,22,12
463,0.21600000000000003,0,36
464,0.14814814814814814,33,5
465,0.0,22,9
466,0.20914285714285716,9,39
467,0.0,18,44
468,0.0,1,1
469,0.1111111111111111,9,33
470,0.09615384615384616,3,9
471,0.24866666666666667,4,35
472,0.0,22,22
473,0.24000000000000002,22,11
474,0.0,9,22
475,0.0,9,15
476,0.0,12,17
477,0.22,2,5
478,0.21882352941176472,26,39
479,0.0,9,12
480,0.2230909090909091,48,26
481,0.2125,20,15
482,0.2,36,15
483,0.0,3,32
484,0.2753846153846154,5,47
485,0.2246153846153846,33,22
486,0.2576923076923077,7,28
487,0.20838709677419354,36,16
488,0.0,5,12
489,0.0,37,20
490,0.125,0,29
491,0.3125,20,25
492,0.0,18,46
493,0.16666666666666666,32,11
494,0.0,25,15
495,0.0,12,48
496,0.0,41,38
497,0.2,47,23
498,0.14285714285714285,24,35
499,0.0,37,34
500,0.0,18,47
501,0.0,3,10
502,0.24166666666666667,9,33
503,0.2096969696969697,32,9
504,0.22181818181818183,20,6
505,0.0,11,5
506,0.0,2,47
507,0.25142857142857145,19,23
508,0.3368421052631579,48,35
509,0.15454545454545454,38,9
510,0.36833333333333335,49,22
511,0.2290909090909091,47,22
512,0.21875,45,39
513,0.0,7,22
514,0.2325,5,14
515,0.0,7,11
516,0.22736842105263158,34,36
517,0.0,11,9
518,0.0,19,48
519,0.23555555555555557,1,1
520,0.0,36,36
521,0.0,43,28
522,0.21875,25,12
523,0.0,39,28
524,0.0,29,9
525,0.0,5,44
526,0.22666666666666668,25,14
527,0.0,11,9
528,0.0,33,22
529,0.0,36,39
530,0.0,48,9
531,0.0,34,12
532,0.09090909090909091,34,35
533,0.23529411764705882,5,5
534,0.265,0,23
535,0.22,22,19
536,0.10533333333333333,34,11
537,0.20695652173913043,47,47
538,0.21142857142857144,39,36
539,0.0,48,2
540,0.2263157894736842,43,2
541,0.23130434782608697,11,35
542,0.0,41,33
543,0.22307692307692306,43,39
544,0.0,18,44
545,0.0,26,5
546,0.29600000000000004,25,33
547,0.0,2,0
548,0.0,23,3
549,0.0,2,44
550,0.23333333333333334,2,15
551,0.24000000000000002,19,39
552,0.2161290322580645,25,39
553,0.0,11,9
554,0.15,25,40
555,0.0,36,22
556,0.0,43,35
557,0.2390625,4,5
558,0.09523809523809523,11,15
559,0.0,41,5
560,0.0,49,9
561,0.17391304347826086,43,15
562,0.2857142857142857,43,39
563,0.0,3,8
564,0.23714285714285713,39,5
565,0.16666666666666666,26,5
566,0.25,48,15
567,0.0,39,10
568,0.0,42,5
569,0.0,2,11
570,0.21454545454545454,34,5
571,0.0,48,13
572,0.0,22,47
573,0.22133333333333333,19,2
574,0.32666666666666666,19,39
575,0.21666666666666667,29,35
576,0.0,38,35
577,0.0,29,26
578,0.0,47,36
579,0.3233333333333333,48,47
580,0.16210526315789475,32,5
581,0.16666666666666666,22,39
582,0.21034482758620687,47,29
583,0.0,32,39
584,0.2096,3,26
585,0.0,40,21
586,0.14285714285714285,24,12
587,0.14285714285714285,5,35
588,0.0,18,15
589,0.0,18,44
590,0.23846153846153847,19,36
591,0.21061224489795918,25,47
592,0.25142857142857145,0,2
593,0.0,45,12
594,0.047619047619047616,19,21
595,0.0,3,10
596,0.22363636363636363,35,39
597,0.0,48,11
598,0.0,25,29
599,0.0,3,24
600,0.0,48,29
601,0.0,1,48
602,0.7142857142857143,19,14
603,0.21882352941176472,29,29
604,0.21575757575757576,47,11
605,0.0,25,1
606,0.3093333333333333,25,33
607,0.14285714285714285,9,22
608,0.0,33,5
609,0.0,48,15
610,0.07407407407407407,43,35
611,0.23846153846153847,9,28
612,0.21444444444444444,35,28
613,0.21764705882352942,29,46
614,0.245,7,22
615,0.22363636363636363,9,14
616,0.2833333333333333,39,35
617,0.17391304347826086,20,23
618,0.0,9,22
619,0.09090909090909091,8,47
620,0.2857142857142857,19,22
621,0.0006666666666666666,43,47
622,0.0,34,39
623,0.1111111111111111,35,22
624,0.0,48,22
625,0.0,32,39
626,0.0,5,23
627,0.26666666666666666,39,22
628,0.0,8,0
629,0.22941176470588234,48,22
630,0.0,45,23
631,0.0,48,12
632,0.21391304347826087,21,13
633,0.39282051282051283,25,14
634,0.21333333333333335,2,36
635,0.32181818181818184,5,33
636,0.0,6,12
637,0.21882352941176472,22,46
638,0.0,11,5
639,0.0,14,44
640,0.0,9,28
641,0.21523809523809523,19,39
642,0.15384615384615385,29,15
643,0.3333333333333333,5,39
644,0.0,33,9
645,0.23714285714285713,42,31
646,0.22133333333333333,6,28
647,0.2111111111111111,45,21
648,0.18181818181818182,35,9
649,0.0,3,25
650,0.0,9,35
651,0.0,45,23
652,0.0,47,35
653,0.0,22,39
654,0.2785714285714286,25,14
655,0.0,5,5
656,0.22083333333333333,10,14
657,0.06896551724137931,34,44
658,0.0,39,39
659,0.22666666666666668,48,5
660,0.2290909090909091,34,35
661,0.0,49,9
662,0.245,32,41
663,0.2030769230769231,3,9
664,0.0,0,22
665,0.0,38,5
666,0.0,5,5
667,0.0,26,19
668,0.3090909090909091,48,29
669,0.22285714285714286,33,5
670,0.1,29,14
671,0.0,39,47
672,0.22777777777777775,48,46
673,0.14285714285714285,25,39
674,0.2288888888888889,48,14
675,0.35200000000000004,19,33
676,0.23714285714285713,0,23
677,0.0,7,35
678,0.2189189189189189,29,28
679,0.21600000000000003,22,46
680,0.0,11,11
681,0.215625,45,35
682,0.125,10,19
683,0.21333333333333335,22,23
684,0.10695652173913044,0,9
685,0.32857142857142857,32,46
686,0.0,48,28
687,0.2325,9,22
688,0.14782608695652175,45,39
689,0.22476190476190475,43,29
690,0.32666666666666666,34,9
691,0.21882352941176472,18,11
692,0.096,26,31
693,0.2288888888888889,16,11
694,0.0,17,6
695,0.3222222222222222,39,22
696,0.0,47,33
697,0.0,11,23
698,0.12903225806451613,35,12
699,0.23714285714285713,20,14
700,0.0,0,29
701,0.2168421052631579,20,14
702,0.25555555555555554,37,40
703,0.0,24,33
704,0.22727272727272727,7,35
705,0.0,9,9
706,0.25476190476190474,7,40
707,0.0,35,35
708,0.0,42,9
709,0.27222222222222225,8,11
710,0.3,11,11
711,0.0,42,0
712,0.23466666666666666,25,23
713,0.16666666666666666,38,47
714,0.21444444444444444,43,13
715,0.0,47,22
716,0.23466666666666666,33,29
717,0.0,4,26
718,0.0,29,35
719,0.25333333333333335,27,43
720,0.0,26,15
721,0.17647058823529413,26,47
722,0.16,25,23
723,0.0,45,23
724,0.20780487804878048,43,12
725,0.0,26,46
726,0.11428571428571428,32,22
727,0.20780487804878048,26,12
728,0.08333333333333333,35,33
729,0.06666666666666667,34,11
730,0.0,43,35
731,0.21777777777777776,2,5
732,0.22285714285714286,5,5
733,0.0,20,33
734,0.0,2,9
735,0.21875,26,44
736,0.0,11,28
737,0.22941176470588234,42,0
738,0.0,9,38
739,0.0,22,2
740,0.13636363636363635,42,48
741,0.21777777777777776,47,12
742,0.325,33,36
743,0.04615384615384615,10,28
744,0.0,48,12
745,0.0,9,46
746,0.2375,26,46
747,0.0,47,28
748,0.17647058823529413,35,28
749,0.14634146341463414,41,39
750,0.0,48,15
751,0.0,29,23
752,0.16363636363636364,9,13
753,0.24727272727272728,35,14
754,0.228,7,2
755,0.20780487804878048,6,13
756,0.0,3,3
757,0.0,6,33
758,0.21674418604651163,20,0
759,0.225,10,39
760,0.17894736842105263,33,35
761,0.15384615384615385,47,35
762,0.0,34,46
763,0.22285714285714286,45,23
764,0.22133333333333333,19,36
765,0.07407407407407407,33,35
766,0.0,10,19
767,0.24166666666666667,35,9
768,0.0,25,9
769,0.23466666666666666,43,15
770,0.2357142857142857,45,23
771,0.2577777777777778,19,36
772,0.22133333333333333,10,47
773,0.0,7,44
774,0.0,33,29
775,0.2110344827586207,34,46
776,0.2833333333333333,2,39
777,0.23333333333333334,48,44
778,0.25591836734693874,7,38
779,0.212,45,9
780,0.21282051282051284,19,47
781,2.5,47,2
782,0.21523809523809523,34,23
783,0.22,26,9
784,0.2246153846153846,45,23
785,0.2288888888888889,25,39
786,0.5882352941176471,21,38
787,0.0,29,39
788,0.0,2,9
789,0.20600000000000002,42,22
790,0.25953488372093025,0,19
791,0.0,43,39
792,0.25866666666666666,7,12
793,0.24545454545454548,33,2
794,0.1875,47,36
795,0.0,5,10
796,0.0,8,0
797,0.22285714285714286,10,9
798,0.125,29,29
799,0.0,47,39
800,0.21391304347826087,34,9
801,0.0,2,15
802,0.19230769230769232,3,44
803,0.0,34,28
804,0.3125,22,31
805,0.1875,39,47
806,0.21777777777777776,43,9
807,0.2168421052631579,33,39
808,0.0,47,35
809,0.21153846153846154,39,35
810,0.13333333333333333,43,2
811,0.2066666666666667,3,6
812,0.0,29,5
813,0.26842105263157895,45,28
814,0.0,18,19
815,0.0,2,47
816,0.3093333333333333,11,39
817,0.18421052631578946,2,47
818,0.3093333333333333,7,5
819,0.22133333333333333,11,39
820,0.21304347826086958,33,39
821,0.0,32,11
822,0.0,8,19
823,0.0,42,47
824,0.0,34,23
825,0.0,10,9
826,0.18181818181818182,38,5
827,0.0,33,35
828,0.21405405405405406,20,40
829,0.0,2,47
830,0.212,0,39
831,0.22999999999999998,48,29
832,0.24385964912280703,0,26
833,0.0,8,31
834,0.26382978723404255,26,17
835,0.2577777777777778,43,23
836,0.0,41,12
837,0.0,24,39
838,0.0,21,38
839,0.0,3,35
840,0.09523809523809523,36,39
841,0.21793103448275863,9,39
842,0.12903225806451613,47,5
843,0.28695652173913044,2,39
844,0.0,29,9
845,0.22599999999999998,2,9
846,0.18,36,36
847,0.1111111111111111,32,14
848,0.24098360655737705,22,26
849,0.252,34,35
850,0.21,9,40
851,0.06382978723404255,3,8
852,0.19230769230769232,5,2
853,0.2111111111111111,19,25
854,0.0,11,39
855,0.0,34,5
856,0.0,42,5
857,0.0,29,9
858,0.0,35,22
859,0.20681818181818182,48,43
860,0.0,26,12
861,0.324,4,3
862,0.23058823529411765,20,23
863,0.0,3,2
864,0.22,33,2
865,0.36229508196721316,7,6
866,0.1702127659574468,2,22
867,0.0,0,35
868,0.21857142857142858,17,49
869,0.35294117647058826,48,39
870,0.0,34,29
871,0.22363636363636363,43,44
872,0.0,20,35
873,0.2696969696969697,10,41
874,0.0,22,2
875,0.0,47,35
876,0.0,34,22
877,0.2594594594594595,34,47
878,0.22403846153846155,3,19
879,0.0,38,39
880,0.0,34,15
881,0.26782608695652177,0,44
882,0.21882352941176472,33,9
883,0.3,48,35
884,0.29,29,29
885,0.21019607843137256,40,32
886,0.25142857142857145,2,44
887,0.25142857142857145,47,36
888,0.0,18,23
889,0.2222222222222222,47,36
890,0.0,34,33
891,0.24800000000000003,33,5
892,0.252,32,11
893,0.21212121212121213,48,12
894,0.29333333333333333,5,39
895,0.0,32,9
896,0.0,48,15
897,0.0,0,14
898,0.21333333333333335,35,0
899,0.0,0,10
900,0.0,34,35
901,0.125,11,23
902,0.12048192771084337,18,6
903,0.0,3,6
904,0.0,23,9
905,0.3185714285714286,35,29
906,0.2208,8,44
907,0.21523809523809523,19,39
908,0.0,9,2
909,0.21600000000000003,0,39
910,0.0,47,39
911,0.31428571428571433,41,15
912,0.0,5,14
913,0.3166153846153846,49,38
914,0.2071111111111111,42,22
915,0.0,21,6
916,0.0,29,33
917,0.24000000000000002,25,36
918,0.252,38,46
919,0.282,7,5
920,0.16,35,46
921,0.0,26,39
922,0.22,29,44
923,0.125,34,22
924,0.0,24,44
925,0.2872727272727273,43,22
926,0.0,25,14
927,0.10434782608695652,22,44
928,0.22599999999999998,48,44
929,0.21777777777777776,33,35
930,0.0,19,5
931,0.0,41,40
932,0.21333333333333335,0,2
933,0.0,27,44
934,0.21875,24,36
935,0.2,18,19
936,0.0,42,19
937,0.26545454545454544,11,5
938,0.0,5,35
939,0.0,45,36
940,0.0,7,35
941,0.13043478260869565,41,14
942,0.0,19,9
943,0.23130434782608697,20,2
944,0.0,18,0
945,0.23500000000000001,0,28
946,0.0,2,11
947,0.236,29,9
948,0.3266666666666667,39,9
949,0.21454545454545454,9,36
950,0.0,32,47
951,0.07407407407407407,22,11
952,0.21777777777777776,26,39
953,0.28,26,11
954,0.2246153846153846,7,5
955,0.1411764705882353,5,5
956,0.20882352941176469,2,14
957,0.0,11,39
958,0.2125,42,22
959,0.0625,38,35
960,0.0,49,48
961,0.2263157894736842,25,2
962,0.0,11,10
963,0.2208,45,29
964,0.0,45,47
965,0.0,29,5
966,0.212,32,35
967,0.19672131147540983,39,26
968,0.36153846153846153,38,35
969,0.332,34,9
970,0.0,9,38
971,0.23333333333333334,0,22
972,0.13333333333333333,33,39
973,0.21636363636363634,10,31
974,0.0,35,35
975,0.21882352941176472,32,5
976,0.0,48,9
977,0.25,22,23
978,0.0,34,12
979,0.0,35,44
980,0.0,34,9
981,0.0,10,44
982,0.22380952380952382,41,14
983,0.0,21,13
984,0.0,33,33
985,0.14285714285714285,19,39
986,0.0,19,36
987,0.0,35,9
988,0.0,29,44
989,0.0,7,39
990,0.22666666666666668,5,39
991,0.0,45,12
992,0.37,39,9
993,0.0,14,5
994,0.0,2,39
995,0.2,10,44
996,0.0,35,5
997,0.25,20,36
998,0.0,2,5
999,0.0,22,5
1000,0.22736842105263158,35,44
1001,0.0,33,15
1002,0.11891891891891893,9,21
1003,0.11764705882352941,7,46
1004,0.25,25,35
1005,0.16666666666666666,0,36
1006,0.17142857142857143,39,5
1007,0.2590909090909091,48,12
1008,0.22285714285714286,26,5
1009,0.18181818181818182,34,46
1010,0.21428571428571427,36,22
1011,0.0,25,1
1012,0.0,34,46
1013,0.23189873417721518,4,9
1014,0.2577777777777778,29,39
1015,0.0,29,9
1016,0.24166666666666667,41,12
1017,0.15,26,15
1018,0.21666666666666667,43,12
1019,0.22727272727272727,42,0
1020,0.0,0,22
1021,0.22083333333333333,19,9
1022,0.5,7,35
1023,0.0,42,14
1024,0.0,42,0
1025,0.22133333333333333,43,9
1026,0.0,10,44
1027,0.21882352941176472,43,22
1028,0.18181818181818182,22,23
1029,0.0,24,28
1030,0.22258064516129034,43,33
1031,0.06315789473684211,3,21
1032,0.22260869565217392,33,15
1033,0.047619047619047616,29,28
1034,0.0,43,39
1035,0.0,3,34
1036,0.0,42,23
1037,0.21575757575757576,25,46
1038,0.0,19,35
1039,0.13333333333333333,19,14
1040,0.0,43,23
1041,0.0,6,12
1042,0.3333333333333333,35,29
1043,0.0,20,39
1044,0.24464285714285713,19,40
1045,0.22,9,13
1046,0.215,34,23
1047,0.2246153846153846,11,5
1048,0.21818181818181817,9,28
1049,0.14705882352941177,18,43
1050,0.0,34,15
1051,0.0,41,9
1052,0.20625000000000002,4,13
1053,0.19230769230769232,8,10
1054,0.07692307692307693,2,35
1055,0.0,29,2
1056,0.10526315789473684,43,2
1057,0.21,47,39
1058,0.21733333333333332,30,38
1059,0.0,40,17
1060,0.0,9,5
1061,0.18181818181818182,35,15
1062,0.0,18,22
1063,0.0,5,39
1064,0.06896551724137931,25,39
1065,0.20864864864864865,20,15
1066,0.36,2,9
1067,0.26,2,5
1068,0.15151515151515152,43,26
1069,0.225,11,39
1070,0.0,45,23
1071,0.24166666666666667,34,39
1072,0.0,24,39
1073,0.0,32,5
1074,0.25,47,22
1075,0.0,32,5
1076,0.0,20,2
1077,0.21454545454545454,32,15
1078,0.0,33,46
1079,0.0,36,35
1080,0.0,25,23
1081,0.0,10,48
1082,0.36363636363636365,26,47
1083,0.2653846153846154,48,2
1084,0.0,26,35
1085,0.2325,29,19
1086,0.0,25,14
1087,0.0,34,9
1088,0.0,32,19
1089,0.17894736842105263,0,29
1090,0.20914285714285716,22,17
1091,0.17647058823529413,35,14
1092,0.0,5,11
1093,0.16666666666666666,39,23
1094,0.0,42,19
1095,0.0,2,29
1096,0.0,25,5
1097,0.0,48,35
1098,0.40512820512820513,43,25
1099,0.0,6,12
1100,0.22442307692307692,43,10
1101,0.25333333333333335,43,32
1102,0.21185185185185185,32,9
1103,0.2168421052631579,47,9
1104,0.35571428571428576,18,15
1105,0.11428571428571428,7,41
1106,0.06666666666666667,29,28
1107,0.7692307692307693,39,23
1108,0.0,7,44
1109,0.23199999999999998,5,23
1110,0.0,29,2
1111,0.14583333333333334,35,19
1112,0.0,34,5
1113,0.0,29,29
1114,0.0,3,9
1115,0.0,48,2
1116,0.21857142857142858,26,28
1117,0.0,47,33
1118,0.0,32,46
1119,0.0,19,35
1120,0.22666666666666668,20,12
1121,0.22692307692307695,9,5
1122,0.0,0,29
1123,0.0,18,2
1124,0.08,24,41
